green open logstash-fortigate-000031                                                qWhUR80qQRmbZ5yMB9Bipg 1 0          0        0     208b     208b
green open logstash-linux-vmware-000279                                             M2rq8iTRSB6ruA9JZG_X_A 1 0          0        0     208b     208b
green open logstash-linux-vmware-000280                                             PYWyyerPRgqcDs7d-ZK4Yw 1 0          0        0     208b     208b
green open logstash-linux-vmware-000281                                             374pJW5AQE6fTzRnsfoI-A 1 0          0        0     208b     208b
green open logstash-linux-centos-000002                                             Z0SjvPo4SKOvvDVHBofrVg 1 0          0        0     208b     208b
green open logstash-clavister-000037                                                XAM-s5FfSuqWfm3diISx_g 1 1          0        0     416b     208b
green open logstash-web-iis-000001                                                  0n79bwYUTIe0BW5mJRUoOg 1 1          0        0     416b     208b
green open logstash-linux-openbsd-000001                                            WCKVsX5iQlaC8KZPcEH6Fw 1 1          0        0     416b     208b
green open elastalert_status_past                                                   pGW6EwsCTBaYkUBp5tbYXw 1 1          0        0     416b     208b
green open .opensearch-observability                                                ps44j1U9QuCsFZpmxGewpg 1 1          0        0     416b     208b
green open logstash-linux-solaris-000001                                            8CSC9JGdQ86wT3p6ERKMDA 1 1          0        0     416b     208b
green open logstash-linux-freebsd-000001                                            _JG7_JM1TeKFTgJGdTbSXA 1 1          0        0     416b     208b
green open .ds-infrastructure-fortinet-firewall-fortigate-1.0-000270                BXAk_TIxTsqAmpTMHulxMQ 1 1          0        0     416b     208b
green open logstash-secret-server-000001                                            u-petRTtRj-E_4c4WwQVFg 1 1          0        0     416b     208b
green open logstash-cisco-asa-000001                                                UovExvitQR2wPdNE8TUgLg 1 1          0        0     416b     208b
green open logstash-linux-coreos-000001                                             jHasVqSOQhuXg5qi8qseew 1 1          0        0     416b     208b
green open logstash-linux-oracle-000001                                             Qh6vRfd3RTG1h7m8pwBziw 1 1          0        0     416b     208b
green open logstash-linux-vmware-001258                                             yelQ2Y0nRiqNhnKKnMQbWw 1 1          0        0     416b     208b
green open logstash-linux-vmware-001256                                             SMK4-WcbQtyAAjtGSMbqPQ 1 1          0        0     416b     208b
green open logstash-linux-vmware-001257                                             f2d5yGNNRgqgAWAV0yYynA 1 1          0        0     416b     208b
green open logstash-linux-vmware-001255                                             fwvKowMoSlaMNs6VZOfgjA 1 1          0        0     416b     208b
green open logstash-linux-kernel-000001                                             NIRTS10NTPWTfkdP3siGkg 1 1          0        0     416b     208b
green open logstash-avamar-000001                                                   THSUSHNrTnmZ6_52KqmPRw 1 1          0        0     416b     208b
green open logstash-switch-arista-000001                                            2tPpwOdzQx2lRP84SfMlUQ 1 1          0        0     416b     208b
green open logstash-data-domain-000001                                              YweQstimSHiD2eILBLhvuQ 1 1          0        0     416b     208b
green open logstash-mssql-000001                                                    ld54yQKiQJGtTpsaLs412A 1 1          0        0     416b     208b
green open logstash-linux-suse-000001                                               hlVp1KkXSluk-VTEngrMSQ 1 1          0        0     416b     208b
green open logstash-linux-debian-000001                                             8c9oXXVdQZGKLTeZDiEudQ 1 1          0        0     416b     208b
green open .ds-infrastructure-fortinet-firewall-fortigate-1.0-reindex-000002-000001 7AbKZrQ_QGKLCE1rDLaSNw 1 1          0        0     416b     208b
green open winlogbeat-000849                                                        Ob1juFTxR5K0sh3Ny7DegA 1 1          0        0     416b     208b
green open winlogbeat-000852                                                        tfag2-X8R627SAoNVPqngw 1 1          0        0     416b     208b
green open winlogbeat-000850                                                        i5Gj6VLGQ4e4pV2HvOQsog 1 1          0        0     416b     208b
green open winlogbeat-000851                                                        JlLgSoZiSlix1fuIVTFAIw 1 1          0        0     416b     208b
green open logstash-trend-micro-000186                                              Lm6r80FGSIizntL1PT9uEw 4 1          0        0    1.6kb     832b
green open logstash-trend-micro-000104                                              ibwa60XYTMey9vSp9MRriA 4 1          0        0    1.6kb     832b
green open logstash-switch-cisco-nx-os-000103                                       bwze-niMS8-AlmfinfXPyA 4 1          0        0    1.6kb     832b
green open logstash-trend-micro-000290                                              IUM54HqEQpm2VAMLxw8vUQ 4 1          0        0    1.6kb     832b
green open logstash-switch-cisco-nx-os-000039                                       wq7GBD9cTuWsJybeCpovjQ 4 1          0        0    1.6kb     832b
green open logstash-trend-micro-000428                                              MpCbhSgNQ9-J6X_B79TGig 4 1          0        0    1.6kb     832b
green open logstash-trend-micro-000461                                              zAaarPPVS2OiA2k-OUTEBQ 4 1          0        0    1.6kb     832b
green open logstash-switch-cisco-nx-os-000714                                       hycI2XctSUyemss7pfrlIg 4 1          0        0    1.6kb     832b
green open logstash-switch-cisco-nx-os-000713                                       oghDpuSEQDyplDb9nh4Idw 4 1          0        0    1.6kb     832b
green open logstash-switch-cisco-nx-os-000716                                       FBqsOLhaR3OyWBqqMRh_Gw 4 1          0        0    1.6kb     832b
green open logstash-switch-cisco-nx-os-000715                                       T-gA9QJGRwOaF6IBwe9H5w 4 1          0        0    1.6kb     832b
green open logstash-switch-cisco-nx-os-000712                                       rlUCEGE5QB-VBkUC3BYmpQ 4 1          0        0    1.6kb     832b
green open logstash-qumulo-000014                                                   YdvFQmRJQNGsj3fZqJWguQ 4 1          0        0    1.6kb     832b
green open logstash-trend-micro-000623                                              fC3h7d4BQ8ytIYhKIzyYeA 4 1          0        0    1.6kb     832b
green open logstash-trend-micro-000725                                              kJBAvfPoSPu49IJxrlSwlw 4 1          0        0    1.6kb     832b
green open logstash-trend-micro-000728                                              68x1FmItTGyuQO3NFCBdBA 4 1          0        0    1.6kb     832b
green open logstash-trend-micro-000727                                              3D5jYpOJTNyWU2IdrnPUFA 4 1          0        0    1.6kb     832b
green open logstash-trend-micro-000041                                              ZgEjqbf_QiW3KIQjviM2TA 4 1          0        0    1.6kb     832b
green open logstash-trend-micro-000040                                              6_vT6zIHRSuxq2t1QHy3oA 4 1          0        0    1.6kb     832b
green open logstash-trend-micro-000039                                              tvG28MlxS9GtMoiV9B8OwQ 4 1          0        0    1.6kb     832b
green open logstash-trend-micro-000037                                              kzzXcOAtSlqyQLH30Gz4bA 4 1          0        0    1.6kb     832b
green open logstash-trend-micro-000030                                              mmwblksAS5yPcGebTeIAAw 4 1          0        0    1.6kb     832b
green open logstash-trend-micro-000028                                              Xx8TvZL_Q2S7VCaEjlPh1g 4 1          0        0    1.6kb     832b
green open .kibana_-854029847_thouskeonlinetechcom_1                                Wu2BJRPcTUe-p464TWy5NA 1 1          1        0   10.1kb      5kb
green open .opendistro-job-scheduler-lock                                           vr7uNHgnTOmxMyvWND0Qkg 1 1          1        1   26.6kb   13.3kb
